"","...1","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd","spName","cultivarName"
"2781",2781,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1998-03-15,74,1998,149.96,"M. sargentiana (ex. var. robusta)","botanical species"
"2782",2782,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1999-03-28,87,1999,96.29,"M. sargentiana (ex. var. robusta)","botanical species"
"2783",2783,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2000-03-26,86,2000,80.98,"M. sargentiana (ex. var. robusta)","botanical species"
"2784",2784,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2001-03-18,77,2001,63.83,"M. sargentiana (ex. var. robusta)","botanical species"
"2785",2785,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2002-04-10,100,2002,117.95,"M. sargentiana (ex. var. robusta)","botanical species"
"2786",2786,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2003-03-16,75,2003,116.15,"M. sargentiana (ex. var. robusta)","botanical species"
"2787",2787,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2004-03-14,74,2004,103.06,"M. sargentiana (ex. var. robusta)","botanical species"
"2788",2788,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2005-03-09,68,2005,125.92,"M. sargentiana (ex. var. robusta)","botanical species"
"2789",2789,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2006-03-22,81,2006,90.29,"M. sargentiana (ex. var. robusta)","botanical species"
"2790",2790,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2008-04-02,93,2008,81.42,"M. sargentiana (ex. var. robusta)","botanical species"
"2791",2791,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2009-04-05,95,2009,46.13,"M. sargentiana (ex. var. robusta)","botanical species"
"2792",2792,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1991-03-20,79,1991,70.63,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2793",2793,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1992-03-08,68,1992,137.66,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2794",2794,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1993-03-24,83,1993,91.45,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2795",2795,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1995-03-12,71,1995,90.88,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2796",2796,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1996-03-17,77,1996,103.65,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2797",2797,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1997-03-19,78,1997,75.17,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2798",2798,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1999-03-21,80,1999,76.6,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2799",2799,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2000-03-22,82,2000,70.04,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2800",2800,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2001-03-11,70,2001,47.89,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2801",2801,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2002-03-31,90,2002,85.67,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2802",2802,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2003-03-12,71,2003,93.22,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2803",2803,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2004-03-10,70,2004,90.82,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2804",2804,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2005-03-02,61,2005,93.14,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2805",2805,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2006-03-08,67,2006,76.95,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2806",2806,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2007-03-21,80,2007,114.89,"M. sargentiana (pale flower selection ex.)","'Alba')"
"2807",2807,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1991-04-14,104,1991,125.57,"M. sprengeri","botanical species"
"2808",2808,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1992-03-15,75,1992,154.76,"M. sprengeri","botanical species"
"2809",2809,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1993-04-04,94,1993,118.25,"M. sprengeri","botanical species"
"2810",2810,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2004-03-27,87,2004,147.45,"M. sprengeri","botanical species"
"2811",2811,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1995-03-22,81,1995,128.74,"M. sprengeri","botanical species"
"2812",2812,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1996-03-20,80,1996,112.44,"M. sprengeri","botanical species"
"2813",2813,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1997-04-06,96,1997,109.64,"M. sprengeri","botanical species"
"2814",2814,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1998-03-22,81,1998,176.69,"M. sprengeri","botanical species"
"2815",2815,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1999-04-07,97,1999,105.47,"M. sprengeri","botanical species"
"2816",2816,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2000-03-27,87,2000,85.58,"M. sprengeri","botanical species"
"2817",2817,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2001-03-28,87,2001,83.07,"M. sprengeri","botanical species"
"2818",2818,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2002-04-07,97,2002,105.7,"M. sprengeri","botanical species"
"2819",2819,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2003-03-19,78,2003,120.94,"M. sprengeri","botanical species"
"2820",2820,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2004-03-14,74,2004,103.06,"M. sprengeri","botanical species"
"2821",2821,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2005-03-05,64,2005,104.12,"M. sprengeri","botanical species"
"2822",2822,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2006-03-26,85,2006,103.14,"M. sprengeri","botanical species"
"2823",2823,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2007-03-28,87,2007,129.62,"M. sprengeri","botanical species"
"2824",2824,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2008-04-02,93,2008,81.42,"M. sprengeri","botanical species"
"2825",2825,22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2009-04-08,98,2009,57.56,"M. sprengeri","botanical species"
"2826",2826,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1991-04-14,104,1991,125.57,"M. sprengeri","'Claret Cup'"
"2827",2827,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1992-03-15,75,1992,154.76,"M. sprengeri","'Claret Cup'"
"2828",2828,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1993-04-04,94,1993,118.25,"M. sprengeri","'Claret Cup'"
"2829",2829,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2004-03-20,80,2004,116.91,"M. sprengeri","'Claret Cup'"
"2830",2830,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1995-03-22,81,1995,128.74,"M. sprengeri","'Claret Cup'"
"2831",2831,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1996-03-24,84,1996,120.64,"M. sprengeri","'Claret Cup'"
"2832",2832,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1997-04-09,99,1997,119.89,"M. sprengeri","'Claret Cup'"
"2833",2833,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1998-03-15,74,1998,149.96,"M. sprengeri","'Claret Cup'"
"2834",2834,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1999-04-11,101,1999,117.26,"M. sprengeri","'Claret Cup'"
"2835",2835,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2000-04-09,100,2000,128.11,"M. sprengeri","'Claret Cup'"
"2836",2836,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2001-04-08,98,2001,99.77,"M. sprengeri","'Claret Cup'"
"2837",2837,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2002-04-14,104,2002,140.8,"M. sprengeri","'Claret Cup'"
"2838",2838,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2003-03-30,89,2003,155.47,"M. sprengeri","'Claret Cup'"
"2839",2839,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2004-03-24,84,2004,137.2,"M. sprengeri","'Claret Cup'"
"2840",2840,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2005-03-16,75,2005,150.27,"M. sprengeri","'Claret Cup'"
"2841",2841,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2006-04-05,95,2006,140.27,"M. sprengeri","'Claret Cup'"
"2842",2842,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2007-04-08,98,2007,166.59,"M. sprengeri","'Claret Cup'"
"2843",2843,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2008-04-16,107,2008,123.15,"M. sprengeri","'Claret Cup'"
"2844",2844,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2009-04-11,101,2009,70.41,"M. sprengeri","'Claret Cup'"
"2845",2845,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2001-03-11,70,2001,47.89,"M. sprengeri","'Eric Savill'"
"2846",2846,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2002-04-03,93,2002,91.16,"M. sprengeri","'Eric Savill'"
"2847",2847,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2003-03-12,71,2003,93.22,"M. sprengeri","'Eric Savill'"
"2848",2848,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2004-03-10,70,2004,90.82,"M. sprengeri","'Eric Savill'"
"2849",2849,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2005-03-02,61,2005,93.14,"M. sprengeri","'Eric Savill'"
"2850",2850,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2006-03-12,71,2006,76.95,"M. sprengeri","'Eric Savill'"
"2851",2851,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2007-03-18,77,2007,107.84,"M. sprengeri","'Eric Savill'"
"2852",2852,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2008-03-16,76,2008,71.58,"M. sprengeri","'Eric Savill'"
"2853",2853,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2009-04-08,98,2009,57.56,"M. sprengeri","'Eric Savill'"
"2854",2854,53,"F6","M  sprengeri 'Wakehurst' A.M.","021439-0021-1982","First flower fully open",2003-04-13,103,2003,197.4,"M. sprengeri","'Wakehurst' A.M."
"2855",2855,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2004-03-31,91,2004,165.1,"M. sprengeri","'Wakehurst'"
"2856",2856,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2005-03-20,79,2005,160.02,"M. sprengeri","'Wakehurst'"
"2857",2857,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2006-04-09,99,2006,158.01,"M. sprengeri","'Wakehurst'"
"2858",2858,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2007-04-08,98,2007,166.59,"M. sprengeri","'Wakehurst'"
"2859",2859,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2008-04-16,107,2008,123.15,"M. sprengeri","'Wakehurst'"
"2860",2860,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2009-04-19,109,2009,102.76,"M. sprengeri","'Wakehurst'"
"2861",2861,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1991-03-27,86,1991,77.73,"M. stellata","botanical species"
"2862",2862,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1992-03-08,68,1992,137.66,"M. stellata","botanical species"
"2863",2863,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1993-03-28,87,1993,95.95,"M. stellata","botanical species"
"2864",2864,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2004-03-30,90,2004,164.1,"M. stellata","botanical species"
"2865",2865,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1995-03-22,81,1995,128.74,"M. stellata","botanical species"
"2866",2866,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1996-03-17,77,1996,103.65,"M. stellata","botanical species"
"2867",2867,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1997-04-02,92,1997,104,"M. stellata","botanical species"
"2868",2868,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1998-03-18,77,1998,157.45,"M. stellata","botanical species"
"2869",2869,20,"C9","M. stellata","004191-0153-1972","First flower fully open",1999-03-31,90,1999,97.94,"M. stellata","botanical species"
"2870",2870,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2000-04-09,100,2000,128.11,"M. stellata","botanical species"
"2871",2871,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2001-04-04,94,2001,94.07,"M. stellata","botanical species"
"2872",2872,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2002-04-14,104,2002,140.8,"M. stellata","botanical species"
"2873",2873,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2003-03-19,78,2003,120.94,"M. stellata","botanical species"
"2874",2874,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2004-03-24,84,2004,137.2,"M. stellata","botanical species"
"2875",2875,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2005-03-09,68,2005,125.92,"M. stellata","botanical species"
"2876",2876,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2006-04-02,92,2006,128.97,"M. stellata","botanical species"
"2877",2877,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2007-04-25,115,2007,231.73,"M. stellata","botanical species"
"2878",2878,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2008-04-20,111,2008,127.65,"M. stellata","botanical species"
"2879",2879,20,"C9","M. stellata","004191-0153-1972","First flower fully open",2009-04-22,112,2009,123.81,"M. stellata","botanical species"
"2880",2880,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1991-04-14,104,1991,125.57,"M. zenii (clone no. 1)","botanical species"
"2881",2881,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1992-03-18,78,1992,166.96,"M. zenii (clone no. 1)","botanical species"
"2882",2882,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1993-04-04,94,1993,118.25,"M. zenii (clone no. 1)","botanical species"
"2883",2883,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2004-03-30,90,2004,164.1,"M. zenii (clone no. 1)","botanical species"
"2884",2884,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1995-03-22,81,1995,128.74,"M. zenii (clone no. 1)","botanical species"
"2885",2885,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1996-03-20,80,1996,112.44,"M. zenii (clone no. 1)","botanical species"
"2886",2886,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1997-04-02,92,1997,104,"M. zenii (clone no. 1)","botanical species"
"2887",2887,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1998-03-15,74,1998,149.96,"M. zenii (clone no. 1)","botanical species"
"2888",2888,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",1999-03-31,90,1999,97.94,"M. zenii (clone no. 1)","botanical species"
"2889",2889,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2000-03-29,89,2000,88.83,"M. zenii (clone no. 1)","botanical species"
"2890",2890,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2001-03-28,87,2001,83.07,"M. zenii (clone no. 1)","botanical species"
"2891",2891,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2002-04-10,100,2002,117.95,"M. zenii (clone no. 1)","botanical species"
"2892",2892,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2003-03-19,78,2003,120.94,"M. zenii (clone no. 1)","botanical species"
"2893",2893,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2004-03-17,77,2004,112.41,"M. zenii (clone no. 1)","botanical species"
"2894",2894,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2005-03-09,68,2005,125.92,"M. zenii (clone no. 1)","botanical species"
"2895",2895,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2006-03-26,85,2006,103.14,"M. zenii (clone no. 1)","botanical species"
"2896",2896,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First flower fully open",2007-03-21,80,2007,114.89,"M. zenii (clone no. 1)","botanical species"
